source,title,doi,url,pdf_url,local_pdf,year,venue,query,abstract
arxiv,An Efficient Algorithm for Power Dominating Set,,http://arxiv.org/abs/2306.09870v1,http://arxiv.org/pdf/2306.09870v1,/home/admin/dev/VRA/Novelty/math_search/papers/An_Efficient_Algorithm_for_Power_Dominating_Set.pdf,,,coherent averaging complex spectra before magnitude,"The problem Power Dominating Set (PDS) is motivated by the placement of
phasor measurement units to monitor electrical networks. It asks for a minimum
set of vertices in a graph that observes all remaining vertices by exhaustively
applying two observation rules. Our contribution is twofold. First, we
determine the parameterized complexity of PDS by proving it is $W[P]$-complete
when parameterized with respect to the solution size. We note that it was only
known to be $W[2]$-hard before. Our second and main contribution is a new
algorithm for PDS that efficiently solves practical instances.
  Our algorithm consists of two complementary parts. The first is a set of
reduction rules for PDS that can also be used in conjunction with previously
existing algorithms. The second is an algorithm for solving the remaining
kernel based on the implicit hitting set approach. Our evaluation on a set of
power grid instances from the literature shows that our solver outperforms
previous state-of-the-art solvers for PDS by more than one order of magnitude
on average. Furthermore, our algorithm can solve previously unsolved instances
of continental scale within a few minutes."
arxiv,"Selection Combining for Differential Amplify-and-Forward Relaying Over
  Rayleigh-Fading Channel",,http://arxiv.org/abs/1403.8130v1,http://arxiv.org/pdf/1403.8130v1,/home/admin/dev/VRA/Novelty/math_search/papers/Selection_Combining_for_Differential_Amplify-and-Forward_Relaying_Over_Rayleigh-Fading_Channel.pdf,,,coherent averaging complex spectra before magnitude,"This paper proposes and analyses selection combining (SC) at the destination
for differential amplify-andforward (D-AF) relaying over slow Rayleigh-fading
channels. The selection combiner chooses the link with the maximum magnitude of
the decision variable to be used for non-coherent detection of the transmitted
symbols. Therefore, in contrast to the maximum ratio combining (MRC), no
channel information is needed at the destination. The exact average
bit-error-rate (BER) of the proposed SC is derived and verified with simulation
results. It is also shown that the performance of the SC method is very close
to that of the MRC method, albeit with lower complexity"
arxiv,"Metastability, Spectra, and Eigencurrents of the Lennard-Jones-38
  Network",,http://arxiv.org/abs/1408.5630v2,http://arxiv.org/pdf/1408.5630v2,/home/admin/dev/VRA/Novelty/math_search/papers/Metastability_Spectra_and_Eigencurrents_of_the_Lennard-Jones-38_Network.pdf,,,coherent averaging complex spectra before magnitude,"We develop computational tools for spectral analysis of stochastic networks
representing energy landscapes of atomic and molecular clusters. Physical
meaning and some properties of eigenvalues, left and right eigenvectors, and
eigencurrents are discussed. We propose an approach to compute a collection of
eigenpairs and corresponding eigencurrents describing the most important
relaxation processes taking place in the system on its way to the equilibrium.
It is suitable for large and complex stochastic networks where pairwise
transition rates, given by the Arrhenius law, vary by orders of magnitude. The
proposed methodology is applied to the network representing the
Lennard-Jones-38 cluster created by Wales's group. Its energy landscape has a
double funnel structure with a deep and narrow face-centered cubic funnel and a
shallower and wider icosahedral funnel. Contrary to the expectations, there is
no appreciable spectral gap separating the eigenvalue corresponding to the
escape from the icosahedral funnel. We provide a detailed description of the
escape process from the icosahedral funnel using the eigencurrent and
demonstrate a superexponential growth of the corresponding eigenvalue. The
proposed spectral approach is compared to the methodology of the Transition
Path Theory. Finally, we discuss whether the Lennard-Jones-38 cluster is
metastable from the points of view of a mathematician and a chemical physicist,
and make a connection with experimental works."
arxiv,"Enhancement of Vibronic and Ground-State Vibrational Coherences in 2D
  Spectra of Photosynthetic Complexes",,http://arxiv.org/abs/1211.4397v1,http://arxiv.org/pdf/1211.4397v1,/home/admin/dev/VRA/Novelty/math_search/papers/Enhancement_of_Vibronic_and_Ground-State_Vibrational_Coherences_in_2D_Spectra_of_Photosynthetic_Complexes.pdf,,,coherent averaging complex spectra before magnitude,"A vibronic-exciton model is applied to investigate the mechanism of
enhancement of coherent oscillations due to mixing of electronic and nuclear
degrees of freedom recently proposed as the origin of the long-lived
oscillations in 2D spectra of the FMO complex [Christensson et al. J. Phys.
Chem. B 116 (2012) 7449]. We reduce the problem to a model BChl dimer to
elucidate the role of resonance coupling, site energies, nuclear mode and
energy disorder in the enhancement of vibronic-exciton and ground-state
vibrational coherences, and to identify regimes where this enhancement is
significant. For a heterodimer representing the two coupled BChls 3 and 4 of
the FMO complex, the initial amplitude of the vibronic-exciton and vibrational
coherences are enhanced by up to 15 and 5 times, respectively, compared to the
vibrational coherences in the isolated monomer. This maximum initial amplitude
enhancement occurs when there is a resonance between the electronic energy gap
and the frequency of the vibrational mode. The bandwidth of this enhancement is
about 100 cm-1 for both mechanisms. The excitonic mixing of electronic and
vibrational DOF leads to additional dephasing relative to the vibrational
coherences. We evaluate the dephasing dynamics by solving the quantum master
equation in Markovian approximation and observe a strong dependence of the
life-time enhancement on the mode frequency. Long-lived vibronic-exciton
coherences are found to be generated only when the frequency of the mode is in
the vicinity of the electronic resonance. Although the vibronic-exciton
coherences exhibit a larger initial amplitude compared to the ground-state
vibrational coherences, we conclude that both type have a similar magnitude at
long time for the present model. The ability to distinguish between
vibronic-exciton and ground-state vibrational coherences in the general case of
molecular aggregate is discussed."
arxiv,Advanced Automata Minimization,,http://arxiv.org/abs/1210.6624v1,http://arxiv.org/pdf/1210.6624v1,/home/admin/dev/VRA/Novelty/math_search/papers/Advanced_Automata_Minimization.pdf,,,coherent averaging complex spectra before magnitude,"We present an efficient algorithm to reduce the size of nondeterministic
Buchi word automata, while retaining their language. Additionally, we describe
methods to solve PSPACE-complete automata problems like universality,
equivalence and inclusion for much larger instances (1-3 orders of magnitude)
than before. This can be used to scale up applications of automata in formal
verification tools and decision procedures for logical theories. The algorithm
is based on new transition pruning techniques. These use criteria based on
combinations of backward and forward trace inclusions. Since these relations
are themselves PSPACE-complete, we describe methods to compute good
approximations of them in polynomial time. Extensive experiments show that the
average-case complexity of our algorithm scales quadratically. The size
reduction of the automata depends very much on the class of instances, but our
algorithm consistently outperforms all previous techniques by a wide margin. We
tested our algorithm on Buchi automata derived from LTL-formulae, many classes
of random automata and automata derived from mutual exclusion protocols, and
compared its performance to the well-known automata tool GOAL."
arxiv,Nonadiabatic Sunlight-harvesting,,http://arxiv.org/abs/1909.05029v1,http://arxiv.org/pdf/1909.05029v1,/home/admin/dev/VRA/Novelty/math_search/papers/Nonadiabatic_Sunlight-harvesting.pdf,,,coherent averaging complex spectra before magnitude,"Experimental and theoretical evidence point out to the crucial role of
specific resonant intramolecular vibrational modes in the interpretation of
long-lived coherences observed in two-dimensional spectra of some natural and
synthetic light harvesting complexes. For the natural situation of illumination
by incoherent (sun)light, the relevance of these vibrations is analyzed here
for light-harvesting vibronic prototype dimers. The detailed analysis of the
density matrix dynamics reveals that the inclusion of the intramolecular
vibrational modes reinforce up to one order of magnitude the exciton coherence
and may increase the populations of lowest energy single exciton states, as
well as populations and coherences in the site basis. In sharp contrast to the
case of initial-state preparation by coherent (laser)light-sources, the initial
thermal state of the local vibrational modes, as well as that of the
anti-correlated mode, evolves devoid of non-classical correlations as confirmed
by the absence of negative values of its phase-space quasi-probability
distribution at all times. Therefore, not only the long-lived coherences
observed in two-dimensional spectra are induced by the coherent character of
pulsed laser sources, but it is unambiguously shown here that the non-classical
character generally assigned to the anti-correlated vibrational mode also comes
as the result of the preparation of the initial state by coherent pulsed laser
sources."
arxiv,"Reducing multi-qubit interactions in adiabatic quantum computation
  without adding auxiliary qubits. Part 1: The ""deduc-reduc"" method and its
  application to quantum factorization of numbers",,http://arxiv.org/abs/1508.04816v2,http://arxiv.org/pdf/1508.04816v2,/home/admin/dev/VRA/Novelty/math_search/papers/Reducing_multi-qubit_interactions_in_adiabatic_quantum_computation_without_adding_auxiliary_qubits._Part_1_The_deduc-reduc_method_and_its_application_to_quantum_factorization_of_nu,,,coherent averaging complex spectra before magnitude,"Adiabatic quantum computing has recently been used to factor 56153 [Dattani &amp;
Bryans, arXiv:1411.6758] at room temperature, which is orders of magnitude
larger than any number attempted yet using Shor's algorithm (circuit-based
quantum computation). However, this number is still vastly smaller than RSA-768
which is the largest number factored thus far on a classical computer. We
address a major issue arising in the scaling of adiabatic quantum factorization
to much larger numbers. Namely, the existence of many 4-qubit, 3-qubit and
2-qubit interactions in the Hamiltonians. We showcase our method on various
examples, one of which shows that we can remove 94% of the 4-qubit interactions
and 83% of the 3-qubit interactions in the factorization of a 25-digit number
with almost no effort, without adding any auxiliary qubits. Our method is not
limited to quantum factoring. Its importance extends to the wider field of
discrete optimization. Any CSP (constraint-satisfiability problem),
psuedo-boolean optimization problem, or QUBO (quadratic unconstrained Boolean
optimization) problem can in principle benefit from the ""deduction-reduction""
method which we introduce in this paper. We provide an open source code which
takes in a Hamiltonian (or a discrete discrete function which needs to be
optimized), and returns a Hamiltonian that has the same unique ground state(s),
no new auxiliary variables, and as few multi-qubit (multi-variable) terms as
possible with deduc-reduc."
arxiv,"A Quantum-Search-Aided Dynamic Programming Framework for Pareto Optimal
  Routing in Wireless Multihop Networks",,http://arxiv.org/abs/1802.08676v1,http://arxiv.org/pdf/1802.08676v1,/home/admin/dev/VRA/Novelty/math_search/papers/A_Quantum-Search-Aided_Dynamic_Programming_Framework_for_Pareto_Optimal_Routing_in_Wireless_Multihop_Networks.pdf,,,coherent averaging complex spectra before magnitude,"Wireless Multihop Networks (WMHNs) have to strike a trade-off among diverse
and often conflicting Quality-of-Service (QoS) requirements. The resultant
solutions may be included by the Pareto Front under the concept of Pareto
Optimality. However, the problem of finding all the Pareto-optimal routes in
WMHNs is classified as NP-hard, since the number of legitimate routes increases
exponentially, as the nodes proliferate. Quantum Computing offers an attractive
framework of rendering the Pareto-optimal routing problem tractable. In this
context, a pair of quantum-assisted algorithms have been proposed, namely the
Non-Dominated Quantum Optimization (NDQO) and the Non-Dominated Quantum
Iterative Optimization (NDQIO). However, their complexity is proportional to
$\sqrt{N}$, where $N$ corresponds to the total number of legitimate routes,
thus still failing to find the solutions in ""polynomial time"". As a remedy, we
devise a dynamic programming framework and propose the so-called Evolutionary
Quantum Pareto Optimization (EQPO) algorithm. We analytically characterize the
complexity imposed by the EQPO algorithm and demonstrate that it succeeds in
solving the Pareto-optimal routing problem in polynomial time. Finally, we
demonstrate by simulations that the EQPO algorithm achieves a complexity
reduction, which is at least an order of magnitude, when compared to its
predecessors, albeit at the cost of a modest heuristic accuracy reduction."
arxiv,Stable Recovery from the Magnitude of Symmetrized Fourier Measurements,,http://arxiv.org/abs/1310.5895v1,http://arxiv.org/pdf/1310.5895v1,/home/admin/dev/VRA/Novelty/math_search/papers/Stable_Recovery_from_the_Magnitude_of_Symmetrized_Fourier_Measurements.pdf,,,coherent averaging complex spectra before magnitude,"In this note we show that stable recovery of complex-valued signals
$x\in\mathbb{C}^n$ up to global sign can be achieved from the magnitudes of
$4n-1$ Fourier measurements when a certain ""symmetrization and zero-padding"" is
performed before measurement ($4n-3$ is possible in certain cases). For real
signals, symmetrization itself is linear and therefore our result is in this
case a statement on uniform phase retrieval. Since complex conjugation is
involved, such measurement procedure is not complex-linear but recovery is
still possible from magnitudes of linear measurements on, for example,
$(\Re(x),\Im(x))$."
arxiv,Witnessing quantum coherence in the presence of noise,,http://arxiv.org/abs/1312.5724v1,http://arxiv.org/pdf/1312.5724v1,/home/admin/dev/VRA/Novelty/math_search/papers/Witnessing_quantum_coherence_in_the_presence_of_noise.pdf,,,coherent averaging complex spectra before magnitude,"We address the problem of assessing the coherent character of physical
evolution. We take the quantum Zeno effect (QZE) as a characteristic trait of
quantum dynamics, and derive relations among transfer rates as a function of
the strength of a measurement. These relations support the intuition that only
quantum dynamics is susceptible to QZE. With the derived bounds on the
magnitude of coherent dynamics, we propose an experimentally accessible
coherence witness. Our results have potential application in assessing
coherence of quantum transport in biological and other complex many-body
systems."
arxiv,Randomized Quantum Singular Value Transformation,,http://arxiv.org/abs/2510.06851v1,http://arxiv.org/pdf/2510.06851v1,/home/admin/dev/VRA/Novelty/math_search/papers/Randomized_Quantum_Singular_Value_Transformation.pdf,,,coherent averaging complex spectra before magnitude,"We introduce the first randomized algorithms for Quantum Singular Value
Transformation (QSVT), a unifying framework for many quantum algorithms.
Standard implementations of QSVT rely on block encodings of the Hamiltonian,
which are costly to construct, requiring a logarithmic number of ancilla
qubits, intricate multi-qubit control, and circuit depth scaling linearly with
the number of Hamiltonian terms. In contrast, our algorithms use only a single
ancilla qubit and entirely avoid block encodings. We develop two methods: (i) a
direct randomization of QSVT, where block encodings are replaced by importance
sampling, and (ii) an approach that integrates qDRIFT into the generalized
quantum signal processing framework, with the dependence on precision
exponentially improved through classical extrapolation. Both algorithms achieve
gate complexity independent of the number of Hamiltonian terms, a hallmark of
randomized methods, while incurring only quadratic dependence on the degree of
the target polynomial. We identify natural parameter regimes where our methods
outperform even standard QSVT, making them promising for early fault-tolerant
quantum devices. We also establish a fundamental lower bound showing that the
quadratic dependence on the polynomial degree is optimal within this framework.
We apply our framework to two fundamental tasks: solving quantum linear systems
and estimating ground-state properties of Hamiltonians, obtaining polynomial
advantages over prior randomized algorithms. Finally, we benchmark our
ground-state property estimation algorithm on electronic structure Hamiltonians
and the transverse-field Ising model with long-range interactions. In both
cases, our approach outperforms prior work by several orders of magnitude in
circuit depth, establishing randomized QSVT as a practical and
resource-efficient alternative for early fault-tolerant quantum devices."
arxiv,"Spatially-resolved decoherence of donor spins in silicon strained by a
  metallic electrode",,http://arxiv.org/abs/2101.04391v1,http://arxiv.org/pdf/2101.04391v1,/home/admin/dev/VRA/Novelty/math_search/papers/Spatially-resolved_decoherence_of_donor_spins_in_silicon_strained_by_a_metallic_electrode.pdf,,,coherent averaging complex spectra before magnitude,"Electron spins are amongst the most coherent solid-state systems known,
however, to be used in devices for quantum sensing and information processing
applications, they must be typically placed near interfaces. Understanding and
mitigating the impacts of such interfaces on the coherence and spectral
properties of electron spins is critical to realize such applications, but is
also challenging: inferring such data from single-spin studies requires many
measurements to obtain meaningful results, while ensemble measurements
typically give averaged results that hide critical information. Here, we report
a comprehensive study of the coherence of near-surface bismuth donor spins in
28-silicon at millikelvin temperatures. In particular, we use strain-induced
frequency shifts caused by a metallic electrode to make spatial maps of spin
coherence as a function of depth and position relative to the electrode. By
measuring magnetic-field-insensitive clock transitions we separate magnetic
noise caused by surface spins from charge noise. Our results include
quantitative models of the strain-split spin resonance spectra and extraction
of paramagnetic impurity concentrations at the silicon surface. The interplay
of these decoherence mechanisms for such near-surface electron spins is
critical for their application in quantum technologies, while the combination
of the strain splitting and clock transition extends the coherence lifetimes by
up to two orders of magnitude, reaching up to 300 ms at a mean depth of only
100nm. The technique we introduce here to spatially map coherence in
near-surface ensembles is directly applicable to other spin systems of active
interest, such as defects in diamond, silicon carbide, and rare earth ions in
optical crystals."
arxiv,Single Ion Quantum Lock-In Amplifier,,http://arxiv.org/abs/1101.4885v1,http://arxiv.org/pdf/1101.4885v1,/home/admin/dev/VRA/Novelty/math_search/papers/Single_Ion_Quantum_Lock-In_Amplifier.pdf,,,coherent averaging complex spectra before magnitude,"We report on the implementation of a quantum analog to the classical lock-in
amplifier. All the lock-in operations: modulation, detection and mixing, are
performed via the application of non-commuting quantum operators on the
electronic spin state of a single trapped Sr+ ion. We significantly increase
its sensitivity to external fields while extending phase coherence by three
orders of magnitude, to more than one second. With this technique we measure
magnetic fields with sensitivity of 25 pT/sqrt(Hz) and light shifts with an
uncertainty below 140 mHz after 1320 seconds of averaging. These sensitivities
are limited by quantum projection noise and, to our knowledge, are more than
two orders of magnitude better than with other single-spin probe technologies.
In fact, our reported sensitivity is sufficient for the measurement of parity
non-conservation, as well as the detection of the magnetic field of a single
electronic-spin one micrometer from an ion-detector with nanometer resolution.
As a first application we perform light shift spectroscopy of a narrow optical
quadruple transition. Finally, we emphasize that the quantum lock-in technique
is generic and can potentially enhance the sensitivity of any quantum sensor."
arxiv,"On Deterministic Sketching and Streaming for Sparse Recovery and Norm
  Estimation",,http://arxiv.org/abs/1206.5725v1,http://arxiv.org/pdf/1206.5725v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_Deterministic_Sketching_and_Streaming_for_Sparse_Recovery_and_Norm_Estimation.pdf,,,coherent averaging complex spectra before magnitude,"We study classic streaming and sparse recovery problems using deterministic
linear sketches, including l1/l1 and linf/l1 sparse recovery problems (the
latter also being known as l1-heavy hitters), norm estimation, and approximate
inner product. We focus on devising a fixed matrix A in R^{m x n} and a
deterministic recovery/estimation procedure which work for all possible input
vectors simultaneously. Our results improve upon existing work, the following
being our main contributions:
  * A proof that linf/l1 sparse recovery and inner product estimation are
equivalent, and that incoherent matrices can be used to solve both problems.
Our upper bound for the number of measurements is m=O(eps^{-2}*min{log n, (log
n / log(1/eps))^2}). We can also obtain fast sketching and recovery algorithms
by making use of the Fast Johnson-Lindenstrauss transform. Both our running
times and number of measurements improve upon previous work. We can also obtain
better error guarantees than previous work in terms of a smaller tail of the
input vector.
  * A new lower bound for the number of linear measurements required to solve
l1/l1 sparse recovery. We show Omega(k/eps^2 + klog(n/k)/eps) measurements are
required to recover an x' with |x - x'|_1 &lt;= (1+eps)|x_{tail(k)}|_1, where
x_{tail(k)} is x projected onto all but its largest k coordinates in magnitude.
  * A tight bound of m = Theta(eps^{-2}log(eps^2 n)) on the number of
measurements required to solve deterministic norm estimation, i.e., to recover
|x|_2 +/- eps|x|_1.
  For all the problems we study, tight bounds are already known for the
randomized complexity from previous work, except in the case of l1/l1 sparse
recovery, where a nearly tight bound is known. Our work thus aims to study the
deterministic complexities of these problems."
arxiv,"Smoothed Analysis of Algorithms: Why the Simplex Algorithm Usually Takes
  Polynomial Time",,http://arxiv.org/abs/cs/0111050v7,http://arxiv.org/pdf/cs/0111050v7,/home/admin/dev/VRA/Novelty/math_search/papers/Smoothed_Analysis_of_Algorithms_Why_the_Simplex_Algorithm_Usually_Takes_Polynomial_Time.pdf,,,coherent averaging complex spectra before magnitude,"We introduce the smoothed analysis of algorithms, which is a hybrid of the
worst-case and average-case analysis of algorithms. In smoothed analysis, we
measure the maximum over inputs of the expected performance of an algorithm
under small random perturbations of that input. We measure this performance in
terms of both the input size and the magnitude of the perturbations. We show
that the simplex algorithm has polynomial smoothed complexity."
arxiv,The Second Order Spectrum and Optimal Convergence,,http://arxiv.org/abs/1309.0533v1,http://arxiv.org/pdf/1309.0533v1,/home/admin/dev/VRA/Novelty/math_search/papers/The_Second_Order_Spectrum_and_Optimal_Convergence.pdf,,,coherent averaging complex spectra before magnitude,"The method of second order relative spectra has been shown to reliably
approximate the discrete spectrum for a self-adjoint operator. We extend the
method to normal operators and find optimal convergence rates for eigenvalues
and eigenspaces. The convergence to eigenspaces is new, while the convergence
rate for eigenvalues improves on the previous estimate by an order of
magnitude."
arxiv,Sequence Pairs with Lowest Combined Autocorrelation and Crosscorrelation,,http://arxiv.org/abs/1711.02229v3,http://arxiv.org/pdf/1711.02229v3,/home/admin/dev/VRA/Novelty/math_search/papers/Sequence_Pairs_with_Lowest_Combined_Autocorrelation_and_Crosscorrelation.pdf,,,coherent averaging complex spectra before magnitude,"Pursley and Sarwate established a lower bound on a combined measure of
autocorrelation and crosscorrelation for a pair $(f,g)$ of binary sequences
(i.e., sequences with terms in $\{-1,1\}$). If $f$ is a nonzero sequence, then
its autocorrelation demerit factor, $\text{ADF}(f)$, is the sum of the squared
magnitudes of the aperiodic autocorrelation values over all nonzero shifts for
the sequence obtained by normalizing $f$ to have unit Euclidean norm. If
$(f,g)$ is a pair of nonzero sequences, then their crosscorrelation demerit
factor, $\text{CDF}(f,g)$, is the sum of the squared magnitudes of the
aperiodic crosscorrelation values over all shifts for the sequences obtained by
normalizing both $f$ and $g$ to have unit Euclidean norm. Pursley and Sarwate
showed that for binary sequences, the sum of $\text{CDF}(f,g)$ and the
geometric mean of $\text{ADF}(f)$ and $\text{ADF}{(g)}$ must be at least $1$.
For randomly selected pairs of long binary sequences, this quantity is
typically around $2$. In this paper, we show that Pursley and Sarwate's bound
is met for binary sequences precisely when $(f,g)$ is a Golay complementary
pair. We also prove a generalization of this result for sequences whose terms
are arbitrary complex numbers. We investigate constructions that produce
infinite families of Golay complementary pairs, and compute the asymptotic
values of autocorrelation and crosscorrelation demerit factors for such
families."
arxiv,Minmax-optimal list searching with $O(\log_2\log_2 n)$ average cost,,http://arxiv.org/abs/2105.11919v1,http://arxiv.org/pdf/2105.11919v1,/home/admin/dev/VRA/Novelty/math_search/papers/Minmax-optimal_list_searching_with_O_log_2_log_2_n_average_cost.pdf,,,coherent averaging complex spectra before magnitude,"We find a searching method on ordered lists that surprisingly outperforms
binary searching with respect to average query complexity while retaining
minmax optimality. The method is shown to require $O(\log_2\log_2 n)$ queries
on average while never exceeding $\lceil \log_2 n \rceil$ queries in the worst
case, i.e. the minmax bound of binary searching. Our average results assume a
uniform distribution hypothesis similar to those of prevous authors under which
the expected query complexity of interpolation search of $O(\log_2\log_2 n)$ is
known to be optimal. Hence our method turns out to be optimal with respect to
both minmax and average performance. We further provide robustness guarantees
and perform several numerical experiments with both artificial and real data.
Our results suggest that time savings range roughly from a constant factor of
10\% to 50\% to a logarithmic factor spanning orders of magnitude when
different metrics are considered."
arxiv,"The central tree property and algorithmic problems on subgroups of free
  groups",,http://arxiv.org/abs/2303.14697v2,http://arxiv.org/pdf/2303.14697v2,/home/admin/dev/VRA/Novelty/math_search/papers/The_central_tree_property_and_algorithmic_problems_on_subgroups_of_free_groups.pdf,,,coherent averaging complex spectra before magnitude,"We study the average case complexity of the uniform membership problem for
subgroups of free groups, and we show that it is orders of magnitude smaller
than the worst case complexity of the best known algorithms. This applies to
subgroups given by a fixed number of generators as well as to subgroups given
by an exponential number of generators. The main idea behind this result is to
exploit a generic property of tuples of words, called the central tree
property. An application is given to the average case complexity of the
relative primitivity problem, using Shpilrain's recent algorithm to decide
primitivity, whose average case complexity is a constant depending only on the
rank of the ambient free group."
arxiv,Suffixient Arrays: a New Efficient Suffix Array Compression Technique,,http://arxiv.org/abs/2407.18753v2,http://arxiv.org/pdf/2407.18753v2,/home/admin/dev/VRA/Novelty/math_search/papers/Suffixient_Arrays_a_New_Efficient_Suffix_Array_Compression_Technique.pdf,,,coherent averaging complex spectra before magnitude,"The Suffix Array is a classic text index enabling on-line pattern matching
queries via simple binary search. The main drawback of the Suffix Array is that
it takes linear space in the text's length, even if the text itself is
extremely compressible. Several works in the literature showed that the Suffix
Array can be compressed, but they all rely on complex succinct data structures
which in practice tend to exhibit poor cache locality and thus significantly
slow down queries. In this paper, we propose a new simple and very efficient
solution to this problem by presenting the \emph{Suffixient Array}: a tiny
subset of the Suffix Array \emph{sufficient} to locate on-line one pattern
occurrence (in general, all its Maximal Exact Matches) via binary search,
provided that random access to the text is available. We prove that: (i) the
Suffixient Array length $\chi$ is a strong repetitiveness measure, (ii) unlike
most existing repetition-aware indexes such as the $r$-index, our new index is
efficient in the I/O model, and (iii) Suffixient Arrays can be computed in
linear time and compressed working space. We show experimentally that, when
using well-established compressed random access data structures on repetitive
collections, the Suffixient Array $\SuA$ is \emph{simultaneously} (i) faster
and orders of magnitude smaller than the Suffix Array $\SA$ and (ii) smaller
and \emph{one to two orders of magnitude faster} than the $r$-index. With an
average pattern matching query time as low as 3.5 ns per character, our new
index gets very close to the ultimate lower bound: the RAM throughput of our
workstation (1.18 ns per character)."
arxiv,Fast and simple algorithms for computing both $LCS_{k}$ and $LCS_{k+}$,,http://arxiv.org/abs/1705.07279v3,http://arxiv.org/pdf/1705.07279v3,/home/admin/dev/VRA/Novelty/math_search/papers/Fast_and_simple_algorithms_for_computing_both_LCS__k_and_LCS__k_.pdf,,,coherent averaging complex spectra before magnitude,"Longest Common Subsequence ($LCS$) deals with the problem of measuring
similarity of two strings. While this problem has been analyzed for decades,
the recent interest stems from a practical observation that considering single
characters is often too simplistic. Therefore, recent works introduce the
variants of $LCS$ based on shared substrings of length exactly or at least $k$
($LCS_k$ and $LCS_{k+}$ respectively). The main drawback of the
state-of-the-art algorithms for computing $LCS_k$ and $LCS_{k+}$ is that they
work well only in a limited setting: they either solve the average case well
while being suboptimal in the pathological situations or they achieve a good
worst-case performance, but fail to exploit the input data properties to speed
up the computation. Furthermore, these algorithms are based on non-trivial data
structures which is not ideal from a practitioner's point of view. We present a
single algorithm to compute both $LCS_k$ and $LCS_{k+}$ which outperforms the
state-of-the art algorithms in terms of runtime complexity and requires only
basic data structures. In addition, we implement an algorithm to reconstruct
the solution which offers significant improvement in terms of memory
consumption. Our empirical validation shows that we save several orders of
magnitude of memory on human genome data. The C++ implementation of our
algorithms is made available at: https://github.com/google/fast-simple-lcsk"
arxiv,Computing Top-k Closeness Centrality in Fully-dynamic Graphs,,http://arxiv.org/abs/1710.01143v1,http://arxiv.org/pdf/1710.01143v1,/home/admin/dev/VRA/Novelty/math_search/papers/Computing_Top-k_Closeness_Centrality_in_Fully-dynamic_Graphs.pdf,,,coherent averaging complex spectra before magnitude,"Closeness is a widely-studied centrality measure. Since it requires all
pairwise distances, computing closeness for all nodes is infeasible for large
real-world networks. However, for many applications, it is only necessary to
find the k most central nodes and not all closeness values. Prior work has
shown that computing the top-k nodes with highest closeness can be done much
faster than computing closeness for all nodes in real-world networks. However,
for networks that evolve over time, no dynamic top-k closeness algorithm exists
that improves on static recomputation. In this paper, we present several
techniques that allow us to efficiently compute the k nodes with highest
(harmonic) closeness after an edge insertion or an edge deletion. Our
algorithms use information obtained during earlier computations to omit
unnecessary work. However, they do not require asymptotically more memory than
the static algorithms (i. e., linear in the number of nodes). We propose
separate algorithms for complex networks (which exhibit the small-world
property) and networks with large diameter such as street networks, and we
compare them against static recomputation on a variety of real-world networks.
On many instances, our dynamic algorithms are two orders of magnitude faster
than recomputation; on some large graphs, we even reach average speedups
between $10^3$ and $10^4$."
arxiv,Coherent storage of microwave excitations in rare-earth nuclear spins,,http://arxiv.org/abs/1412.7298v1,http://arxiv.org/pdf/1412.7298v1,/home/admin/dev/VRA/Novelty/math_search/papers/Coherent_storage_of_microwave_excitations_in_rare-earth_nuclear_spins.pdf,,,coherent averaging complex spectra before magnitude,"Interfacing between various elements of a computer - from memory to
processors to long range communication - will be as critical for quantum
computers as it is for classical computers today. Paramagnetic rare earth doped
crystals, such as Nd$^{3+}$:Y$_2$SiO$_5$ (YSO), are excellent candidates for
such a quantum interface: they are known to exhibit long optical coherence
lifetimes (for communication via optical photons), possess a nuclear spin
(memory) and have in addition an electron spin that can offer hybrid coupling
with superconducting qubits (processing). Here we study two of these three
elements, demonstrating coherent storage and retrieval between electron and
$^{145}$Nd nuclear spin states in Nd$^{3+}$:YSO. We find nuclear spin coherence
times can reach 9 ms at $\approx 5$ K, about two orders of magnitude longer
than the electron spin coherence, while quantum state and process tomography of
the storage/retrieval operation reveal an average state fidelity of 0.86. The
times and fidelities are expected to further improve at lower temperatures and
with more homogeneous radio-frequency excitation."
arxiv,A decision procedure for well-formed linear quantum cellular automata,,http://arxiv.org/abs/cs/9906024v2,http://arxiv.org/pdf/cs/9906024v2,/home/admin/dev/VRA/Novelty/math_search/papers/A_decision_procedure_for_well-formed_linear_quantum_cellular_automata.pdf,,,coherent averaging complex spectra before magnitude,"In this paper we introduce a new quantum computation model, the linear
quantum cellular automaton. Well-formedness is an essential property for any
quantum computing device since it enables us to define the probability of a
configuration in an observation as the squared magnitude of its amplitude. We
give an efficient algorithm which decides if a linear quantum cellular
automaton is well-formed. The complexity of the algorithm is $O(n^2)$ in the
algebraic model of computation if the input automaton has continuous
neighborhood."
